,mid,premiership,att,win_loc,season,h_prevladder_score,a_prevladder_score,margins_prev_match1,margins_prev_match2,margins_prev_match3,margins_prev_match4,margins_prev_match5,home_team,away_team,home_odds,away_odds,date
730,2013_R23_110_116,0,37980,0,2013,64,68,-37.0,10.0,-7.0,37.0,-36.0,Sydney,Hawthorn,3.02,1.38,2013-08-30
731,2013_R23_106_115,0,22476,1,2013,48,56,-30.0,-13.0,41.0,46.0,18.0,St Kilda,Fremantle,1.83,2.1,2013-08-31
732,2013_R23_103_113,0,45127,0,2013,22,44,-18.0,54.0,-62.0,-26.0,-54.0,Port Adelaide,Carlton,1.88,1.87,2013-08-31
733,2013_R23_101_117,0,29416,0,2013,60,68,6.0,-49.0,95.0,39.0,-22.0,West Coast,Adelaide,1.87,1.9,2013-08-31
734,2013_R23_105_114,0,60979,0,2013,44,42,29.0,-45.0,19.0,39.0,-16.0,Essendon,Richmond,2.86,1.42,2013-08-31
735,2013_R23_104_112,0,50958,0,2013,64,56,16.0,-30.0,117.0,87.0,66.0,Collingwood,North Melbourne,1.62,2.27,2013-09-01
736,2013_R23_111_118,0,22176,1,2013,20,16,-3.0,21.0,64.0,4.0,7.0,Western Bulldogs,Melbourne,1.08,7.84,2013-09-01
737,2013_QF_110_116,1,59615,1,2013,68,64,12.0,37.0,-10.0,7.0,-37.0,Hawthorn,Sydney,1.57,2.38,2013-09-06
738,2013_QF_106_107,1,32458,0,2013,60,56,41.0,-16.0,-4.0,11.0,69.0,Geelong,Fremantle,1.34,3.29,2013-09-07
739,2013_EF_104_113,1,51722,0,2013,64,22,-35.0,24.0,138.0,75.0,26.0,Collingwood,Port Adelaide,1.21,4.43,2013-09-07
740,2013_EF_103_114,1,94690,0,2013,42,44,-10.0,5.0,-4.0,-44.0,-103.0,Richmond,Carlton,1.47,2.67,2013-09-08
741,2013_SF_107_113,1,52744,1,2013,60,22,25.0,48.0,38.0,79.0,95.0,Geelong,Port Adelaide,1.21,4.38,2013-09-13
742,2013_SF_103_116,1,37980,1,2013,64,44,22.0,22.0,-34.0,-16.0,5.0,Sydney,Carlton,1.35,3.19,2013-09-14
743,2013_PF_107_110,1,85569,1,2013,68,60,-10.0,-7.0,-2.0,-2.0,-31.0,Hawthorn,Geelong,1.38,3.02,2013-09-20
744,2013_PF_106_116,1,43249,1,2013,56,64,0.0,-13.0,11.0,-9.0,37.0,Fremantle,Sydney,1.29,3.6,2013-09-21
745,2013_GF_106_110,1,100007,1,2013,68,56,42.0,56.0,51.0,22.0,-30.0,Hawthorn,Fremantle,1.61,2.31,2013-09-28
746,2014_R01_104_106,0,37571,0,2014,56,66,-27.0,29.0,80.0,36.0,84.0,Collingwood,Fremantle,2.31,1.6,2014-03-14
747,2014_R01_108_114,0,19425,1,2014,32,60,-9.0,2.0,15.0,0.0,0.0,Gold Coast,Richmond,2.66,1.47,2014-03-15
748,2014_R01_103_113,0,24640,0,2014,44,48,1.0,18.0,-54.0,62.0,26.0,Carlton,Port Adelaide,1.62,2.24,2014-03-16
749,2014_R01_101_107,0,23622,1,2014,72,40,-2.0,27.0,-50.0,11.0,52.0,Geelong,Adelaide,1.33,3.29,2014-03-20
750,2014_R01_105_112,0,42332,0,2014,40,56,45.0,24.0,-2.0,21.0,-3.0,North Melbourne,Essendon,1.45,2.69,2014-03-21
751,2014_R01_111_115,0,31657,1,2014,20,8,35.0,25.0,18.0,20.0,35.0,St Kilda,Melbourne,2.2,1.66,2014-03-22
752,2014_R01_117_118,0,36752,1,2014,36,32,-22.0,70.0,49.0,8.0,123.0,West Coast,Western Bulldogs,1.2,4.57,2014-03-23
753,2014_R02_103_114,0,62037,1,2014,60,44,-20.0,-10.0,5.0,-4.0,-44.0,Richmond,Carlton,1.53,2.47,2014-03-27
754,2014_R02_105_110,0,44163,0,2014,56,76,-56.0,-94.0,-65.0,-16.0,43.0,Essendon,Hawthorn,2.67,1.46,2014-03-28
755,2014_R02_101_113,0,50397,1,2014,48,40,4.0,9.0,-58.0,-19.0,-32.0,Port Adelaide,Adelaide,1.69,2.12,2014-03-29
756,2014_R02_106_108,0,35583,1,2014,66,32,45.0,7.0,50.0,0.0,0.0,Fremantle,Gold Coast,1.08,7.62,2014-03-29
757,2014_R02_104_116,0,32347,0,2014,62,56,-29.0,47.0,26.0,-8.0,-6.0,Sydney,Collingwood,1.43,2.81,2014-03-29
758,2014_R02_111_117,0,22230,0,2014,8,36,-94.0,-108.0,-48.0,-54.0,-29.0,Melbourne,West Coast,8.29,1.08,2014-03-30
759,2014_R02_112_118,0,28512,0,2014,32,40,-54.0,-54.0,18.0,-31.0,71.0,Western Bulldogs,North Melbourne,3.21,1.35,2014-03-30
760,2014_R03_106_110,0,43583,1,2014,76,66,15.0,42.0,56.0,51.0,22.0,Hawthorn,Fremantle,1.65,2.19,2014-04-04
761,2014_R03_101_116,0,47426,0,2014,40,62,-77.0,-29.0,5.0,7.0,-43.0,Adelaide,Sydney,1.99,1.78,2014-04-05
762,2014_R03_114_118,0,31724,1,2014,32,60,-60.0,-67.0,-70.0,35.0,72.0,Western Bulldogs,Richmond,2.99,1.39,2014-04-05
763,2014_R03_115_117,0,36448,1,2014,36,20,4.0,30.0,-21.0,-35.0,-20.0,West Coast,St Kilda,1.05,10.78,2014-04-05
764,2014_R03_104_107,0,63152,0,2014,56,72,6.0,31.0,12.0,-38.0,-96.0,Collingwood,Geelong,2.36,1.57,2014-04-05
765,2014_R03_112_113,0,19111,1,2014,40,48,10.0,-2.0,45.0,60.0,36.0,North Melbourne,Port Adelaide,2.07,1.74,2014-04-06
766,2014_R03_103_105,0,62730,1,2014,56,44,6.0,5.0,-96.0,30.0,-62.0,Essendon,Carlton,1.43,2.81,2014-04-06
767,2014_R04_104_114,0,62100,0,2014,60,56,-34.0,-21.0,-71.0,-82.0,-93.0,Richmond,Collingwood,2.63,1.48,2014-04-11
768,2014_R04_103_111,0,37323,0,2014,44,8,61.0,58.0,76.0,47.0,41.0,Carlton,Melbourne,1.15,5.18,2014-04-12
769,2014_R04_108_110,0,17729,0,2014,32,76,-26.0,-64.0,-9.0,-71.0,0.0,Gold Coast,Hawthorn,4.38,1.21,2014-04-12
770,2014_R04_107_117,0,25271,1,2014,72,36,66.0,-5.0,48.0,-8.0,44.0,Geelong,West Coast,1.16,5.07,2014-04-12
771,2014_R04_112_116,0,25505,0,2014,62,40,39.0,36.0,1.0,30.0,40.0,Sydney,North Melbourne,1.4,2.93,2014-04-13
772,2014_R04_105_106,0,36722,1,2014,66,56,-4.0,-24.0,34.0,44.0,54.0,Fremantle,Essendon,1.86,1.92,2014-04-13
773,2014_R04_101_115,0,22923,0,2014,20,40,-40.0,-4.0,103.0,-19.0,-28.0,St Kilda,Adelaide,2.2,1.67,2014-04-13
774,2014_R05_104_112,0,57116,1,2014,56,40,-11.0,16.0,-30.0,117.0,87.0,Collingwood,North Melbourne,1.86,1.91,2014-04-19
775,2014_R05_106_116,0,25376,1,2014,62,66,-25.0,0.0,13.0,-11.0,9.0,Sydney,Fremantle,2.4,1.56,2014-04-19
776,2014_R05_113_117,0,35366,0,2014,36,48,-5.0,48.0,22.0,18.0,-1.0,West Coast,Port Adelaide,1.84,1.93,2014-04-19
777,2014_R05_105_115,0,36041,0,2014,56,20,37.0,-71.0,52.0,33.0,12.0,Essendon,St Kilda,1.11,6.45,2014-04-19
778,2014_R05_108_111,0,17243,0,2014,8,32,-13.0,-60.0,42.0,30.0,90.0,Melbourne,Gold Coast,3.09,1.37,2014-04-20
779,2014_R05_103_118,0,27986,0,2014,32,44,28.0,-18.0,27.0,68.0,-43.0,Western Bulldogs,Carlton,1.77,2.02,2014-04-20
780,2014_R05_107_110,0,80222,1,2014,72,76,-5.0,10.0,7.0,2.0,2.0,Geelong,Hawthorn,2.52,1.52,2014-04-21
781,2014_R06_104_105,0,91731,1,2014,56,56,79.0,-46.0,32.0,1.0,74.0,Collingwood,Essendon,1.55,2.42,2014-04-25
782,2014_R06_106_112,0,37624,0,2014,66,40,38.0,53.0,-98.0,29.0,-54.0,Fremantle,North Melbourne,1.27,3.74,2014-04-25
783,2014_R06_103_117,0,31005,1,2014,44,36,24.0,-10.0,-3.0,-36.0,26.0,Carlton,West Coast,2.03,1.76,2014-04-26
784,2014_R06_111_116,0,24855,0,2014,8,62,-31.0,-101.0,0.0,73.0,-18.0,Melbourne,Sydney,7.09,1.09,2014-04-26
785,2014_R06_101_118,0,17404,0,2014,32,40,17.0,-52.0,-18.0,30.0,8.0,Western Bulldogs,Adelaide,2.37,1.58,2014-04-27
786,2014_R06_110_114,0,52990,0,2014,60,76,41.0,62.0,-63.0,-3.0,-42.0,Richmond,Hawthorn,5.04,1.17,2014-04-27
787,2014_R06_107_113,0,47007,1,2014,48,72,-16.0,-25.0,-48.0,-38.0,-79.0,Port Adelaide,Geelong,2.08,1.74,2014-04-27
788,2014_R07_103_104,0,68251,0,2014,44,56,-41.0,-17.0,23.0,60.0,-19.0,Carlton,Collingwood,3.95,1.25,2014-05-02
789,2014_R07_110_115,0,32924,1,2014,76,20,46.0,35.0,30.0,0.0,-25.0,Hawthorn,St Kilda,1.04,11.17,2014-05-03
790,2014_R07_101_111,0,44216,0,2014,40,8,68.0,69.0,-96.0,44.0,-16.0,Adelaide,Melbourne,1.06,8.79,2014-05-03
791,2014_R07_105_118,0,33289,1,2014,56,32,31.0,84.0,49.0,55.0,-29.0,Essendon,Western Bulldogs,1.31,3.45,2014-05-03
792,2014_R07_108_112,0,19819,0,2014,40,32,-15.0,7.0,34.0,59.0,0.0,North Melbourne,Gold Coast,1.26,3.78,2014-05-04
793,2014_R07_106_117,0,40476,0,2014,36,66,-28.0,-28.0,-65.0,48.0,1.0,West Coast,Fremantle,2.81,1.42,2014-05-04
794,2014_R07_107_114,0,34377,1,2014,72,60,44.0,10.0,62.0,108.0,20.0,Geelong,Richmond,1.19,4.49,2014-05-04
795,2014_R08_110_116,0,34506,1,2014,62,76,-54.0,-12.0,-37.0,10.0,-7.0,Sydney,Hawthorn,2.16,1.68,2014-05-09
796,2014_R08_106_113,0,38234,1,2014,48,66,-74.0,-27.0,-40.0,-52.0,-57.0,Port Adelaide,Fremantle,1.54,2.43,2014-05-10
797,2014_R08_111_118,0,36326,0,2014,8,32,-20.0,3.0,-21.0,-64.0,-4.0,Melbourne,Western Bulldogs,2.73,1.44,2014-05-10
798,2014_R08_103_115,0,26708,0,2014,20,44,-36.0,9.0,15.0,24.0,20.0,St Kilda,Carlton,3.2,1.35,2014-05-12
799,2014_R09_101_104,0,50051,1,2014,40,56,-27.0,-26.0,-43.0,-3.0,-5.0,Adelaide,Collingwood,2.71,1.45,2014-05-15
800,2014_R09_105_116,0,41098,0,2014,56,62,-44.0,-4.0,1.0,-5.0,-9.0,Essendon,Sydney,3.13,1.36,2014-05-16
801,2014_R09_111_114,0,56910,0,2014,60,8,34.0,23.0,59.0,7.0,-27.0,Richmond,Melbourne,1.18,4.7,2014-05-17
802,2014_R09_106_107,0,38565,1,2014,66,72,15.0,-41.0,16.0,4.0,-11.0,Fremantle,Geelong,1.79,2.0,2014-05-17
803,2014_R09_108_115,0,14625,0,2014,20,32,46.0,-13.0,95.0,92.0,20.0,St Kilda,Gold Coast,4.03,1.24,2014-05-18
804,2014_R10_107_112,0,27402,1,2014,72,40,-10.0,4.0,-17.0,66.0,35.0,Geelong,North Melbourne,1.54,2.46,2014-05-23
805,2014_R10_104_117,0,53049,1,2014,56,36,62.0,13.0,-49.0,3.0,20.0,Collingwood,West Coast,1.3,3.48,2014-05-24
806,2014_R10_110_113,0,52233,1,2014,48,76,-45.0,-72.0,-46.0,-165.0,-32.0,Port Adelaide,Hawthorn,1.53,2.46,2014-05-24
807,2014_R10_108_118,0,14235,1,2014,32,32,32.0,-38.0,-22.0,-71.0,0.0,Gold Coast,Western Bulldogs,1.22,4.31,2014-05-25
808,2014_R10_101_103,0,32419,1,2014,44,40,32.0,-69.0,6.0,48.0,-72.0,Carlton,Adelaide,2.25,1.63,2014-05-25
809,2014_R11_107_116,0,37355,1,2014,62,72,-44.0,-21.0,-34.0,6.0,13.0,Sydney,Geelong,1.39,3.0,2014-05-29
810,2014_R11_104_115,0,34855,0,2014,20,56,-26.0,-6.0,-19.0,-57.0,-56.0,St Kilda,Collingwood,8.45,1.06,2014-05-30
811,2014_R11_111_113,0,5655,0,2014,8,48,-79.0,-28.0,-8.0,21.0,-29.0,Melbourne,Port Adelaide,6.04,1.12,2014-05-31
812,2014_R11_105_114,0,74664,1,2014,56,60,-39.0,29.0,-45.0,19.0,39.0,Essendon,Richmond,1.68,2.16,2014-05-31
813,2014_R11_101_108,0,49069,1,2014,40,32,28.0,91.0,69.0,61.0,57.0,Adelaide,Gold Coast,1.54,2.46,2014-06-01
814,2014_R11_106_118,0,14913,0,2014,32,66,-28.0,-38.0,46.0,-7.0,82.0,Western Bulldogs,Fremantle,5.28,1.15,2014-06-01
815,2014_R11_112_117,0,35914,0,2014,36,40,2.0,96.0,2.0,25.0,4.0,West Coast,North Melbourne,1.6,2.31,2014-06-01
816,2014_R12_103_107,0,36952,1,2014,72,44,16.0,12.0,2.0,42.0,-36.0,Geelong,Carlton,1.18,4.74,2014-06-06
817,2014_R12_110_117,0,15504,1,2014,76,36,20.0,50.0,25.0,-5.0,7.0,Hawthorn,West Coast,1.19,4.49,2014-06-07
818,2014_R12_113_115,0,42374,1,2014,48,20,5.0,4.0,-56.0,-94.0,10.0,Port Adelaide,St Kilda,1.02,13.09,2014-06-07
819,2014_R12_101_106,0,35389,1,2014,66,40,22.0,7.0,-10.0,-28.0,-29.0,Fremantle,Adelaide,1.23,4.07,2014-06-08
820,2014_R12_108_116,0,21354,0,2014,32,62,-41.0,-72.0,-70.0,0.0,0.0,Gold Coast,Sydney,4.43,1.2,2014-06-08
821,2014_R12_112_114,0,32977,1,2014,40,60,62.0,4.0,13.0,-9.0,50.0,North Melbourne,Richmond,1.31,3.43,2014-06-08
822,2014_R12_104_111,0,68130,0,2014,8,56,-83.0,-42.0,-88.0,0.0,-1.0,Melbourne,Collingwood,4.64,1.19,2014-06-09
823,2014_R13_103_110,0,49624,0,2014,44,76,-15.0,-50.0,-12.0,-50.0,-4.0,Carlton,Hawthorn,4.74,1.18,2014-06-13
824,2014_R13_106_114,0,22083,0,2014,60,66,27.0,-1.0,-22.0,-12.0,49.0,Richmond,Fremantle,3.67,1.27,2014-06-14
825,2014_R13_113_116,0,41317,1,2014,62,48,-18.0,22.0,62.0,38.0,55.0,Sydney,Port Adelaide,1.43,2.8,2014-06-14
826,2014_R13_108_117,0,32942,1,2014,36,32,17.0,126.0,18.0,0.0,0.0,West Coast,Gold Coast,1.74,2.08,2014-06-14
827,2014_R13_101_112,0,47205,1,2014,40,40,9.0,1.0,-32.0,-47.0,-9.0,Adelaide,North Melbourne,1.85,1.93,2014-06-14
828,2014_R13_107_115,0,25180,1,2014,72,20,101.0,42.0,28.0,1.0,-4.0,Geelong,St Kilda,1.03,12.66,2014-06-15
829,2014_R13_104_118,0,28339,0,2014,56,32,34.0,21.0,48.0,62.0,10.0,Collingwood,Western Bulldogs,1.11,6.36,2014-06-15
830,2014_R13_105_111,0,44626,0,2014,56,8,148.0,-6.0,-33.0,-19.0,48.0,Essendon,Melbourne,1.43,2.87,2014-06-15
831,2014_R14_114_116,0,34648,0,2014,60,62,-47.0,29.0,43.0,-10.0,4.0,Richmond,Sydney,4.17,1.22,2014-06-20
832,2014_R14_113_118,0,34258,1,2014,48,32,-9.0,-38.0,-60.0,-36.0,-93.0,Port Adelaide,Western Bulldogs,1.09,6.98,2014-06-21
833,2014_R14_104_110,0,70516,1,2014,76,56,35.0,55.0,38.0,47.0,22.0,Hawthorn,Collingwood,1.34,3.15,2014-06-21
834,2014_R14_107_108,0,18236,1,2014,32,72,-52.0,-14.0,-150.0,-66.0,0.0,Gold Coast,Geelong,2.64,1.47,2014-06-21
835,2014_R14_101_105,0,30948,1,2014,56,40,35.0,-4.0,11.0,-84.0,-96.0,Essendon,Adelaide,2.3,1.61,2014-06-21
836,2014_R14_115_117,0,17317,0,2014,20,36,-25.0,-4.0,-30.0,21.0,35.0,St Kilda,West Coast,5.77,1.13,2014-06-22
837,2014_R14_111_112,0,26615,0,2014,8,40,-122.0,-54.0,-41.0,-10.0,-26.0,Melbourne,North Melbourne,3.56,1.29,2014-06-22
838,2014_R15_105_107,0,43732,1,2014,72,56,28.0,67.0,-4.0,71.0,31.0,Geelong,Essendon,1.36,3.09,2014-06-27
839,2014_R15_108_110,0,13178,1,2014,76,32,99.0,26.0,64.0,9.0,71.0,Hawthorn,Gold Coast,1.16,5.01,2014-06-28
840,2014_R15_114_115,0,28487,0,2014,20,60,-64.0,-17.0,-8.0,0.0,21.0,St Kilda,Richmond,5.56,1.14,2014-06-28
841,2014_R15_106_117,0,40490,1,2014,66,36,19.0,28.0,28.0,65.0,-48.0,Fremantle,West Coast,1.24,3.98,2014-06-28
842,2014_R15_111_118,0,24953,1,2014,32,8,16.0,20.0,-3.0,21.0,64.0,Western Bulldogs,Melbourne,1.72,2.12,2014-06-29
843,2014_R15_101_113,0,50552,1,2014,40,48,-54.0,-4.0,-9.0,58.0,19.0,Adelaide,Port Adelaide,3.02,1.38,2014-06-29
844,2014_R15_103_104,0,40939,1,2014,56,44,34.0,41.0,17.0,-23.0,-60.0,Collingwood,Carlton,1.28,3.71,2014-06-29
845,2014_R16_110_112,0,35025,1,2014,40,76,-14.0,-3.0,-115.0,-17.0,12.0,North Melbourne,Hawthorn,3.89,1.25,2014-07-04
846,2014_R16_104_108,0,24032,1,2014,32,56,7.0,-97.0,-54.0,0.0,0.0,Gold Coast,Collingwood,1.91,1.88,2014-07-05
847,2014_R16_106_111,0,9290,0,2014,8,66,-95.0,-90.0,-61.0,-34.0,89.0,Melbourne,Fremantle,5.4,1.15,2014-07-05
848,2014_R16_105_113,0,46786,0,2014,48,56,-30.0,-50.0,-25.0,-7.0,3.0,Port Adelaide,Essendon,1.22,4.29,2014-07-05
849,2014_R16_103_115,0,29297,1,2014,44,20,32.0,36.0,-9.0,-15.0,-24.0,Carlton,St Kilda,1.16,5.06,2014-07-06
850,2014_R16_116_117,0,25076,0,2014,36,62,-34.0,-52.0,-13.0,-52.0,-5.0,West Coast,Sydney,2.99,1.36,2014-07-06
851,2014_R16_107_118,0,24766,1,2014,72,32,21.0,34.0,20.0,61.0,101.0,Geelong,Western Bulldogs,1.13,5.72,2014-07-06
852,2014_R17_101_110,0,50321,0,2014,40,76,-11.0,-5.0,-56.0,20.0,-47.0,Adelaide,Hawthorn,2.13,1.7,2014-07-11
853,2014_R17_107_111,0,36385,0,2014,8,72,-68.0,-43.0,-186.0,-54.0,-46.0,Melbourne,Geelong,6.13,1.12,2014-07-12
854,2014_R17_112_115,0,10641,1,2014,40,20,68.0,33.0,-65.0,-9.0,-52.0,North Melbourne,St Kilda,1.04,11.65,2014-07-12
855,2014_R17_108_118,0,9746,1,2014,32,32,-45.0,-32.0,38.0,22.0,71.0,Western Bulldogs,Gold Coast,2.45,1.54,2014-07-12
856,2014_R17_103_116,0,34965,1,2014,62,44,24.0,22.0,22.0,-34.0,-16.0,Sydney,Carlton,1.13,5.9,2014-07-12
857,2014_R17_113_114,0,21483,1,2014,60,48,41.0,0.0,37.0,-15.0,-10.0,Richmond,Port Adelaide,2.47,1.53,2014-07-13
858,2014_R17_104_105,0,58996,1,2014,56,56,-23.0,-79.0,46.0,-32.0,-1.0,Essendon,Collingwood,2.67,1.46,2014-07-13
859,2014_R18_103_112,0,36689,1,2014,44,40,1.0,-53.0,18.0,-29.0,10.0,Carlton,North Melbourne,3.97,1.24,2014-07-18
860,2014_R18_106_115,0,16594,1,2014,20,66,71.0,-30.0,-13.0,41.0,46.0,St Kilda,Fremantle,11.96,1.03,2014-07-19
861,2014_R18_111_113,0,37894,1,2014,48,8,20.0,79.0,28.0,8.0,-21.0,Port Adelaide,Melbourne,1.06,8.81,2014-07-20
862,2014_R18_105_118,0,34476,0,2014,32,56,-8.0,-31.0,-84.0,-49.0,-55.0,Western Bulldogs,Essendon,3.03,1.38,2014-07-20
863,2014_R18_114_117,0,32270,0,2014,36,60,-41.0,10.0,57.0,-49.0,80.0,West Coast,Richmond,1.64,2.23,2014-07-25
864,2014_R18_110_116,0,72768,1,2014,76,62,-19.0,54.0,12.0,37.0,-10.0,Hawthorn,Sydney,1.85,1.94,2014-07-26
865,2014_R18_101_104,0,41486,0,2014,56,40,-21.0,27.0,26.0,43.0,3.0,Collingwood,Adelaide,1.84,1.97,2014-07-27
866,2014_R19_103_106,0,35401,1,2014,66,44,36.0,-8.0,-30.0,6.0,9.0,Fremantle,Carlton,1.13,6.14,2014-07-31
867,2014_R19_105_116,0,36804,1,2014,62,56,50.0,44.0,4.0,-1.0,5.0,Sydney,Essendon,1.27,3.8,2014-08-01
868,2014_R19_101_117,0,49470,0,2014,40,36,86.0,-6.0,49.0,-95.0,-39.0,Adelaide,West Coast,1.18,4.93,2014-08-02
869,2014_R19_107_112,0,32564,0,2014,40,72,-20.0,10.0,-4.0,17.0,-66.0,North Melbourne,Geelong,2.23,1.65,2014-08-02
870,2014_R19_108_115,0,12027,1,2014,32,20,38.0,-46.0,13.0,-95.0,-92.0,Gold Coast,St Kilda,1.42,2.87,2014-08-02
871,2014_R19_110_118,0,14187,1,2014,76,32,19.0,72.0,46.0,29.0,3.0,Hawthorn,Western Bulldogs,1.13,6.15,2014-08-03
872,2014_R19_104_113,0,32807,1,2014,56,48,-24.0,-35.0,24.0,138.0,75.0,Collingwood,Port Adelaide,2.19,1.67,2014-08-03
873,2014_R20_105_114,0,58032,1,2014,60,56,-50.0,39.0,-29.0,45.0,-19.0,Richmond,Essendon,2.25,1.65,2014-08-08
874,2014_R20_103_108,0,28840,1,2014,44,32,43.0,-12.0,119.0,0.0,0.0,Carlton,Gold Coast,1.51,2.6,2014-08-09
875,2014_R20_110_111,0,37088,1,2014,76,8,95.0,66.0,54.0,45.0,21.0,Hawthorn,Melbourne,1.03,14.03,2014-08-09
876,2014_R20_113_116,0,50087,0,2014,48,62,-4.0,18.0,-22.0,-62.0,-38.0,Port Adelaide,Sydney,3.05,1.38,2014-08-09
877,2014_R20_106_107,0,26885,1,2014,72,66,-32.0,-15.0,41.0,-16.0,-4.0,Geelong,Fremantle,1.46,2.75,2014-08-09
878,2014_R20_104_117,0,36458,1,2014,36,56,-8.0,-62.0,-13.0,49.0,-3.0,West Coast,Collingwood,1.71,2.15,2014-08-10
879,2014_R20_115_118,0,30095,0,2014,20,32,-9.0,76.0,63.0,24.0,24.0,St Kilda,Western Bulldogs,3.45,1.32,2014-08-10
880,2014_R21_103_107,0,38812,0,2014,44,72,-5.0,-16.0,-12.0,-2.0,-42.0,Carlton,Geelong,2.74,1.45,2014-08-15
881,2014_R21_115_116,0,31361,1,2014,62,20,59.0,16.0,29.0,-28.0,25.0,Sydney,St Kilda,1.01,17.61,2014-08-16
882,2014_R21_108_113,0,10042,0,2014,32,48,-17.0,-38.0,-48.0,3.0,0.0,Gold Coast,Port Adelaide,3.16,1.36,2014-08-16
883,2014_R21_105_117,0,35905,1,2014,56,36,-53.0,7.0,61.0,-57.0,16.0,Essendon,West Coast,1.56,2.44,2014-08-16
884,2014_R21_101_114,0,50459,0,2014,40,60,-38.0,19.0,-22.0,-20.0,50.0,Adelaide,Richmond,1.46,2.71,2014-08-16
885,2014_R21_112_118,0,27164,1,2014,40,32,29.0,54.0,54.0,-18.0,31.0,North Melbourne,Western Bulldogs,1.35,3.22,2014-08-17
886,2014_R21_106_110,0,38506,1,2014,66,76,-58.0,-15.0,-42.0,-56.0,-51.0,Fremantle,Hawthorn,1.82,1.99,2014-08-17
887,2014_R22_103_113,0,52505,1,2014,48,44,33.0,-1.0,-18.0,54.0,-62.0,Port Adelaide,Carlton,1.27,3.78,2014-08-22
888,2014_R22_101_112,0,10702,1,2014,40,40,-36.0,-9.0,-1.0,32.0,47.0,North Melbourne,Adelaide,1.85,1.97,2014-08-23
889,2014_R22_105_108,0,33281,1,2014,56,32,43.0,17.0,139.0,0.0,0.0,Essendon,Gold Coast,1.16,5.31,2014-08-23
890,2014_R22_111_117,0,35083,1,2014,36,8,93.0,94.0,108.0,48.0,54.0,West Coast,Melbourne,1.04,11.9,2014-08-23
891,2014_R22_107_110,0,72216,1,2014,76,72,-19.0,5.0,-10.0,-7.0,-2.0,Hawthorn,Geelong,1.51,2.57,2014-08-23
892,2014_R22_116_118,0,22430,0,2014,32,62,-35.0,-82.0,-92.0,-39.0,-8.0,Western Bulldogs,Sydney,5.29,1.16,2014-08-24
893,2014_R22_114_115,0,47200,1,2014,60,20,44.0,64.0,17.0,8.0,0.0,Richmond,St Kilda,1.11,6.86,2014-08-24
894,2014_R23_104_110,0,48980,0,2014,56,76,-29.0,-35.0,-55.0,-38.0,-47.0,Collingwood,Hawthorn,9.05,1.07,2014-08-29
895,2014_R23_106_113,0,38209,1,2014,66,48,-18.0,74.0,27.0,40.0,52.0,Fremantle,Port Adelaide,1.46,2.72,2014-08-30
896,2014_R23_103_105,0,56663,0,2014,44,56,-81.0,-6.0,-5.0,96.0,-30.0,Carlton,Essendon,3.06,1.38,2014-08-30
897,2014_R23_114_116,0,31227,0,2014,62,60,11.0,47.0,-29.0,-43.0,10.0,Sydney,Richmond,1.43,2.86,2014-08-30
898,2014_R23_111_112,0,17174,1,2014,40,8,41.0,122.0,54.0,41.0,10.0,North Melbourne,Melbourne,1.08,8.03,2014-08-30
899,2014_R23_108_117,0,11840,0,2014,32,36,-3.0,-17.0,-126.0,-18.0,0.0,Gold Coast,West Coast,2.36,1.59,2014-08-31
900,2014_R23_101_115,0,44969,1,2014,40,20,86.0,40.0,4.0,-103.0,19.0,Adelaide,St Kilda,1.04,11.16,2014-08-31
901,2014_QF_107_110,1,74757,1,2014,76,72,23.0,-19.0,5.0,-10.0,-7.0,Hawthorn,Geelong,1.47,2.67,2014-09-05
902,2014_QF_106_116,1,35998,1,2014,62,66,17.0,-25.0,0.0,13.0,-11.0,Sydney,Fremantle,1.39,3.04,2014-09-06
903,2014_EF_105_112,1,78561,1,2014,40,56,-39.0,45.0,24.0,-2.0,21.0,North Melbourne,Essendon,1.68,2.19,2014-09-06
904,2014_EF_113_114,1,49886,1,2014,48,60,-20.0,-41.0,0.0,-37.0,15.0,Port Adelaide,Richmond,1.41,2.88,2014-09-07
905,2014_SF_107_112,1,65964,0,2014,72,40,32.0,20.0,-10.0,4.0,-17.0,Geelong,North Melbourne,1.76,2.07,2014-09-12
906,2014_SF_106_113,1,42338,0,2014,66,48,8.0,-18.0,74.0,27.0,40.0,Fremantle,Port Adelaide,1.59,2.34,2014-09-13
907,2014_PF_112_116,1,48029,1,2014,62,40,-43.0,39.0,36.0,1.0,30.0,Sydney,North Melbourne,1.21,4.39,2014-09-19
908,2014_PF_110_113,1,74856,1,2014,76,48,-14.0,45.0,72.0,46.0,165.0,Hawthorn,Port Adelaide,1.33,3.38,2014-09-20
909,2014_GF_110_116,1,99460,0,2014,62,76,-10.0,19.0,-54.0,-12.0,-37.0,Sydney,Hawthorn,1.57,2.41,2014-09-27
910,2015_R01_103_114,0,83493,0,2015,30,48,-12.0,20.0,10.0,-5.0,4.0,Carlton,Richmond,2.53,1.53,2015-04-02
911,2015_R01_108_111,0,27013,1,2015,16,40,-8.0,-13.0,-60.0,42.0,30.0,Melbourne,Gold Coast,2.97,1.41,2015-04-04
912,2015_R01_105_116,0,23274,1,2015,68,50,22.0,50.0,44.0,4.0,-1.0,Sydney,Essendon,1.31,3.49,2015-04-04
